request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_26,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_96,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_97,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_98,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_99,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_100,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_101,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_102,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_103,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_104,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_105,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_106,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_107,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_108,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_109,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_110,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_111,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_112,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_113,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_114,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_115,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_116,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_117,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_118,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_119,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_120,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_121,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_122,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_123,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_124,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_125,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_126,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_127,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_128,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_129,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_130,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_131,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_132,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_133,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_134,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_135,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_136,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_137,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_138,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_139,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_140,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_141,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_142,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_143,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_144,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_145,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_146,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_147,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_148,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_149,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_150,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_151,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_152,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_153,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_154,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_155,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_156,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_157,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_158,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_159,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_160,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_161,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_162,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_163,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_164,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_165,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_166,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_167,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_168,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_169,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_170,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_171,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_172,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_173,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_174,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_175,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_176,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_177,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_178,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_179,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_180,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_181,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_182,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_183,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_184,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_185,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_186,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_187,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_188,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_189,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_190,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_191,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_192,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_193,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_194,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_195,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_196,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_197,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_198,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_199,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_200,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_201,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_202,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_203,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_204,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_205,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_206,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_207,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_208,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_209,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_210,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_211,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_212,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_213,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_214,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_215,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_216,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_217,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_218,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_219,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_220,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_221,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_222,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_223,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_224,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_225,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_226,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_227,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_228,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_229,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_230,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_231,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_232,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_233,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_234,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_235,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_236,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_237,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_238,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_239,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_240,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_241,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_242,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_243,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_244,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_245,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_246,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_247,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_248,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_249,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_250,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_251,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_252,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_253,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_254,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_255,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_256,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_257,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_258,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_259,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_260,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_261,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_262,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_263,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_264,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_265,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_266,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_267,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_268,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_269,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_270,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_271,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_272,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_273,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_274,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
request_275,0,not_affordable,not_recommended,none,,none,Do not pay: insufficient evidence. model provider unavailable; evidence insufficient
